epoch,t_W,train_error,val_error,test_error
0,0.0,0.9249200001358986,0.9297000020742416,0.9237000048160552
1,0.6579569751000001,0.4818199872970581,0.4833999872207641,0.4955999851226806
2,1.3159139502000001,0.3913800120353699,0.4017000198364258,0.4018000364303589
3,1.9738709253000002,0.3819000124931335,0.3989000916481018,0.3988000154495239
4,2.6318279004000003,0.3746800422668457,0.3921000361442566,0.39410001039505
5,3.2897848755000005,0.2809200286865234,0.2962000370025635,0.301800012588501
6,3.9477418506000004,0.2764400243759155,0.2964000105857849,0.3016000390052795
7,4.6056988257,0.2732200026512146,0.2926999926567077,0.2969000935554504
8,5.2636558008000005,0.2704800367355346,0.291700005531311,0.2975000143051147
9,5.921612775900001,0.1794400215148925,0.2034000158309936,0.2096000909805297
10,6.579569751000001,0.1759200096130371,0.2054000496864318,0.2059000134468078
11,7.2375267261000005,0.1760399937629699,0.2028999924659729,0.20660001039505
12,7.895483701200001,0.1730400323867797,0.2018000483512878,0.2056000232696533
13,8.553440676300001,0.1682400107383728,0.2010999917984008,0.2085000872611999
14,9.2113976514,0.1664400100708007,0.1978999972343444,0.2035000920295715
15,9.869354626500002,0.1630800366401672,0.1982000470161438,0.2034000158309936
16,10.527311601600001,0.1658999919891357,0.2009000182151794,0.204300045967102
17,11.1852685767,0.1644999980926513,0.2039999961853027,0.2053000926971435
18,11.843225551800002,0.1591801047325134,0.2009000182151794,0.2021999955177307
19,12.501182526900001,0.1551401019096374,0.1934000849723816,0.1974000930786132
20,13.159139502000002,0.1537200212478637,0.1962000131607055,0.2013000845909118
21,13.817096477100002,0.1599400043487548,0.2026000022888183,0.2014000415802002
22,14.475053452200001,0.1531600356101989,0.2017000913619995,0.2034000158309936
23,15.133010427300002,0.1497800350189209,0.1975000500679016,0.2003999948501587
24,15.790967402400002,0.1499800086021423,0.1975000500679016,0.2014000415802002
25,16.448924377500003,0.1555801033973693,0.2013000845909118,0.2063000202178955
26,17.106881352600002,0.1436200141906738,0.1931999921798706,0.1990000009536743
27,17.7648383277,0.144300103187561,0.195900022983551,0.2014999985694885
28,18.4227953028,0.1421599984169006,0.1982000470161438,0.2014000415802002
29,19.0807522779,0.1395800113677978,0.1928000450134277,0.1983000040054321
30,19.738709253000003,0.1423400044441223,0.1963000893592834,0.2021000981330871
31,20.396666228100003,0.1407999992370605,0.1966000199317932,0.2021000981330871
32,21.054623203200002,0.138480007648468,0.195900022983551,0.2010000944137573
33,21.7125801783,0.1454001069068908,0.2023000121116638,0.2055000066757202
34,22.3705371534,0.1365200281143188,0.1978999972343444,0.2003999948501587
35,23.028494128500004,0.1317000389099121,0.193100094795227,0.1985999941825866
36,23.686451103600003,0.1310999989509582,0.1935999989509582,0.2009000182151794
37,24.344408078700003,0.1323601007461547,0.1987000107765197,0.2016000151634216
38,25.002365053800002,0.1309199929237365,0.1931999921798706,0.1996000409126281
39,25.6603220289,0.1287400126457214,0.1953000426292419,0.1970000863075256
40,26.318279004000004,0.1244800090789794,0.1937000155448913,0.1957000494003296
41,26.976235979100004,0.1224001049995422,0.193100094795227,0.197700023651123
42,27.634192954200003,0.1267800331115722,0.194100022315979,0.1965000033378601
43,28.292149929300002,0.1213800311088562,0.1953999996185302,0.1976000070571899
44,28.950106904400002,0.1194201111793518,0.1985999941825866,0.2010000944137573
45,29.6080638795,0.1190000176429748,0.1952000856399536,0.199500024318695
46,30.266020854600004,0.1157799959182739,0.1949999928474426,0.2005000114440918
47,30.923977829700004,0.1147800087928772,0.1924000978469848,0.1981000900268554
48,31.581934804800003,0.1134600043296814,0.1963000893592834,0.2010999917984008
49,32.239891779900006,0.1168000102043151,0.1967000961303711,0.2026000022888183
50,32.897848755000005,0.1132799983024597,0.1942999958992004,0.1983000040054321
51,33.555805730100005,0.1220000386238098,0.1991000175476074,0.2006000876426696
52,34.213762705200004,0.1140000224113464,0.194700002670288,0.2010999917984008
53,34.871719680300004,0.1107200384140014,0.1955000162124633,0.2036000490188598
54,35.5296766554,0.1047199964523315,0.1930000185966491,0.1988000869750976
55,36.1876336305,0.1081600189208984,0.1957000494003296,0.1999000906944275
56,36.8455906056,0.1015000343322753,0.191100001335144,0.1957000494003296
57,37.5035475807,0.1008599996566772,0.1952000856399536,0.1975000500679016
58,38.1615045558,0.1095200181007385,0.2014999985694885,0.2079000473022461
