move,t_W,train_error,test_error
0,0.0,0.8513833284378052,0.8509000092744828
500,1.4400000000000002,0.24906665086746216,0.26410001516342163
1000,2.8800000000000003,0.22778332233428955,0.25410008430480957
1500,4.32,0.21878331899642944,0.258400022983551
2000,5.760000000000001,0.20506668090820312,0.25040000677108765
2500,7.2,0.1966666579246521,0.2523000240325928
3000,8.64,0.13384997844696045,0.19630008935928345
3500,10.08,0.1246500015258789,0.19550001621246338
4000,11.520000000000001,0.12251657247543335,0.19590002298355103
4500,12.96,0.11848330497741699,0.19630008935928345
5000,14.4,0.11783331632614136,0.19590002298355103
5500,15.840000000000002,0.1130332350730896,0.19600003957748413
6000,17.28,0.11201667785644531,0.19510000944137573
6500,18.720000000000002,0.11166667938232422,0.19539999961853027
7000,20.16,0.11049997806549072,0.19600003957748413
7500,21.6,0.11035001277923584,0.19460004568099976
8000,23.040000000000003,0.1099500060081482,0.19470000267028809
8500,24.48,0.10926663875579834,0.19490009546279907
9000,25.92,0.10883331298828125,0.19580000638961792
9500,27.360000000000003,0.10781663656234741,0.19440001249313354
10000,28.8,0.10776656866073608,0.19470000267028809
10500,30.240000000000002,0.10681664943695068,0.19539999961853027
11000,31.680000000000003,0.10673332214355469,0.19490009546279907
11500,33.120000000000005,0.10573333501815796,0.1948000192642212
12000,34.56,0.10548335313796997,0.19450008869171143
12500,36.0,0.10526657104492188,0.1948000192642212
13000,37.440000000000005,0.10436666011810303,0.19510000944137573
13500,38.88,0.10433334112167358,0.19600003957748413
14000,40.32,0.10369998216629028,0.19370001554489136
14500,41.760000000000005,0.10385000705718994,0.19460004568099976
15000,43.2,0.10339999198913574,0.19450008869171143
15500,44.64,0.1033332347869873,0.1940000057220459
16000,46.080000000000005,0.102733314037323,0.19310009479522705
16500,47.52,0.10228323936462402,0.19440001249313354
17000,48.96,0.102566659450531,0.19429999589920044
17500,50.400000000000006,0.10175001621246338,0.19370001554489136
18000,51.84,0.10149997472763062,0.19499999284744263
18500,53.28,0.10096657276153564,0.19370001554489136
19000,54.720000000000006,0.10101664066314697,0.19280004501342773
19500,56.160000000000004,0.10046666860580444,0.19390004873275757
20000,57.6,0.10026663541793823,0.194100022315979
20500,59.040000000000006,0.0999000072479248,0.1940000057220459
21000,60.480000000000004,0.09964990615844727,0.19420009851455688
21500,61.92,0.0994499921798706,0.19440001249313354
22000,63.36000000000001,0.09886664152145397,0.19429999589920044
22500,64.8,0.09886664152145397,0.19460004568099976
23000,66.24000000000001,0.09883332252502441,0.19450008869171143
23500,67.68,0.09845000505447399,0.19440001249313354
24000,69.12,0.09810000658035278,0.19359999895095825
24500,70.56,0.09776663780212402,0.19460004568099976
25000,72.0,0.09780001640319824,0.19440001249313354
25500,73.44,0.09679996967315685,0.19470000267028809
26000,74.88000000000001,0.09706664085388184,0.1940000057220459
26500,76.32000000000001,0.09621667861938477,0.19470000267028809
27000,77.76,0.09656667709350597,0.19420009851455688
27500,79.2,0.09639990329742443,0.19440001249313354
28000,80.64,0.09574997425079357,0.19420009851455688
28500,82.08,0.0956166386604308,0.194100022315979
29000,83.52000000000001,0.09493333101272583,0.19390004873275757
29500,84.96000000000001,0.09488332271575917,0.19450008869171143
30000,86.4,0.09491664171218883,0.19390004873275757
30500,87.84,0.09444999694824219,0.19380009174346924
31000,89.28,0.0942833423614502,0.19420009851455688
31500,90.72,0.09415000677108765,0.1940000057220459
32000,92.16000000000001,0.09369999170303345,0.19429999589920044
32500,93.60000000000001,0.0933166742324828,0.19420009851455688
33000,95.04,0.0934000015258788,0.19420009851455688
33500,96.48,0.09334999322891235,0.19429999589920044
34000,97.92,0.0932999849319458,0.19490009546279907
34500,99.36,0.09264999628067017,0.19470000267028809
35000,100.80000000000001,0.09174990653991699,0.1948000192642212
35500,102.24000000000001,0.09224998950958241,0.19380009174346924
36000,103.68,0.09254997968673717,0.1948000192642212
36500,105.12,0.09121668338775635,0.19530004262924194
37000,106.56,0.09165000915527344,0.194100022315979
37500,108.0,0.09128332138061523,0.19370001554489136
38000,109.44000000000001,0.09141665697097778,0.19499999284744263
38500,110.88000000000001,0.0902833342552184,0.1933000087738037
39000,112.32000000000001,0.09014999866485596,0.1931999921798706
39500,113.76,0.08991664648056041,0.1940000057220459
40000,115.2,0.0907166600227356,0.19530004262924194
40500,116.64,0.08963334560394276,0.1933000087738037
41000,118.08000000000001,0.08889997005462635,0.19359999895095825
41500,119.52000000000001,0.08938330411911,0.19359999895095825
42000,120.96000000000001,0.08908331394195557,0.19490009546279907
42500,122.4,0.08911657333374023,0.19290000200271606
43000,123.84,0.08931666612625122,0.19390004873275757
43500,125.28,0.08841663599014282,0.19440001249313354
44000,126.72000000000001,0.08843332529068004,0.1948000192642212
44500,128.16,0.08813333511352539,0.19420009851455688
45000,129.6,0.08728331327438354,0.1948000192642212
45500,131.04000000000002,0.08776664733886719,0.19429999589920044
46000,132.48000000000002,0.08738332986831676,0.1948000192642212
46500,133.92000000000002,0.08711665868759155,0.19530004262924194
47000,135.36,0.08761668205261242,0.1940000057220459
47500,136.8,0.0875999927520752,0.19359999895095825
48000,138.24,0.08660000562667836,0.1952000856399536
48500,139.68,0.08679997920990001,0.19450008869171143
49000,141.12,0.08630001544952404,0.194100022315979
49500,142.56,0.08684998750686646,0.19370001554489136
50000,144.0,0.08556663990020763,0.19440001249313354
50500,145.44,0.08583331108093262,0.19499999284744263
51000,146.88,0.08515000343322765,0.19510000944137573
51500,148.32000000000002,0.08585000038146962,0.19390004873275757
52000,149.76000000000002,0.08546668291091919,0.1948000192642212
