train_error,val_error,test_error
0.0822401046752929,0.189300000667572,0.1988000869750976
0.1511600017547607,0.1892000436782837,0.1960000395774841
0.1015000343322753,0.191100001335144,0.1957000494003296
0.098140001296997,0.1890000104904174,0.1927000880241394
