values,move 0,move 5000,move 10000,move 15000,move 20000,move 25000,move 30000,move 35000,move 40000,move 45000,move 50000
-5.12,5.6003582358243875e-06,5.6003582358243875e-06,2.800179208861664e-05,0.0,1.1200716471648775e-05,0.0,0.0,0.0,5.6003582358243875e-06,0.0,1.1200716471648775e-05
-4.96,5.6003582358243875e-06,5.6003582358243875e-06,3.360215123393573e-05,0.0,5.040322503191419e-05,5.6003582358243875e-06,0.0,0.0,5.6003582358243875e-06,1.1200716471648775e-05,0.0
-4.8,2.240143294329755e-05,5.6003582358243875e-06,2.800179208861664e-05,1.6801075616967864e-05,1.6801075616967864e-05,2.800179208861664e-05,5.6003582358243875e-06,1.6801075616967864e-05,1.1200716471648775e-05,2.240143294329755e-05,5.6003582358243875e-06
-4.640000000000001,1.1200716471648775e-05,2.800179208861664e-05,4.48028658865951e-05,2.800179208861664e-05,3.920251037925482e-05,3.360215123393573e-05,1.6801075616967864e-05,4.48028658865951e-05,2.240143294329755e-05,3.920251037925482e-05,1.6801075616967864e-05
-4.48,2.800179208861664e-05,2.240143294329755e-05,8.400537626584992e-05,3.360215123393573e-05,9.52060945564881e-05,6.160393968457356e-05,7.280465797521174e-05,6.160393968457356e-05,3.920251037925482e-05,3.920251037925482e-05,3.920251037925482e-05
-4.32,3.360215123393573e-05,4.48028658865951e-05,0.00012880824215244502,7.840502075850964e-05,0.00010080645006382838,0.00010080645006382838,0.00011200716835446656,0.00012320787936914712,5.040322503191419e-05,7.840502075850964e-05,8.96057317731902e-05
-4.16,8.400537626584992e-05,8.400537626584992e-05,0.00024081541050691158,0.00010640681284712628,0.00015120967873372138,0.00017361111531499773,0.00014560931595042348,9.52060945564881e-05,0.00010080645006382838,0.0001904121891129762,0.00013440860493574291
-4.0,0.00020161290012765676,0.0001792114635463804,0.00025761648430489004,0.00023521504772361368,0.0002800179354380816,0.00024081541050691158,0.0003584229270927608,0.00020161290012765676,0.0001848118263296783,0.00017361111531499773,0.00020721326291095465
-3.84,0.00029121863190084696,0.0003248207794968039,0.0003864247410092503,0.00033602150506339967,0.000459229398984462,0.00043122758506797254,0.00043122758506797254,0.0003696236526593566,0.00033602150506339967,0.00035282259341329336,0.0003640232898760587
-3.6799999999999997,0.0005152329686097801,0.0005320340278558433,0.0007056451868265867,0.0005992383230477571,0.0005824372638016939,0.0005152329686097801,0.0007112455205060542,0.00072244624607265,0.0005600358708761632,0.0005768369301222265,0.0005040322430431843
-3.5199999999999996,0.0008176523260772228,0.0007952508749440312,0.0010472669964656234,0.0008960573468357325,0.0010080644860863686,0.000806451600510627,0.0011648745276033878,0.0009072580724023283,0.000985663034953177,0.000778449815697968,0.0008456541108898818
-3.3600000000000003,0.00141689064912498,0.0014392921002581716,0.0016185035929083824,0.0015625000232830644,0.0015737006906419992,0.0016017025336623192,0.0015456989640370011,0.0014000895898789167,0.0014224910410121083,0.0014336917083710432,0.001489695394411683
-3.2,0.0022289426997303963,0.0024417561944574118,0.0026153672952204943,0.0024249551352113485,0.0024137545842677355,0.002346550114452839,0.0028673834167420864,0.002643369138240814,0.0024977598804980516,0.002279345877468586,0.002307347720488906
-3.04,0.0034946235828101635,0.0037074373103678226,0.004043458960950375,0.003959453199058771,0.0038026433903723955,0.0035394264850765467,0.003976254258304834,0.004071460571140051,0.0037746415473520756,0.0034386201296001673,0.0036850357428193092
-2.88,0.005309139844030142,0.005947580561041832,0.006384408567100763,0.00637320801615715,0.0059755826368927956,0.005818772595375776,0.006356406956911087,0.006322804838418961,0.005661962553858757,0.005404345691204071,0.005202732980251312
-2.7199999999999998,0.008226926438510418,0.008859766647219658,0.00916218664497137,0.009688620455563068,0.008439740166068077,0.008691756054759026,0.009178987704217434,0.008826164528727531,0.008579748682677746,0.008378135971724987,0.008103718981146812
-2.5599999999999996,0.012158378027379513,0.013121639378368855,0.01353046577423811,0.0135808689519763,0.013412858359515667,0.012320788577198982,0.013127240352332592,0.013340054079890251,0.013121639378368855,0.012466398067772388,0.012354390695691109
-2.3999999999999995,0.018581990152597427,0.01909722201526165,0.019948476925492287,0.020228493958711624,0.0193940419703722,0.018391577526926994,0.02011648751795292,0.01959005370736122,0.01897401362657547,0.01773633435368538,0.017422715201973915
