move 0,move 5000,move 10000,move 15000,move 20000,move 25000,move 30000,move 35000,move 40000,move 45000,move 50000
0.9514337182044983,0.948655903339386,0.9488351345062256,0.9491039514541626,0.9502688050270081,0.957706093788147,0.9461469650268555,0.9507168531417847,0.9556451439857483,0.9431003332138062,0.9000896215438843
