move,t_W,train_error,test_error
0,21.773800083628863,0.903889401932247,0.9039746047928928
500,47.75844314207732,0.1153669284976786,0.1159771524835378
1000,73.74308620052577,0.1120257407383178,0.1132274852134287
1500,99.72772925897422,0.1117780552012845,0.1132387473480776
2000,125.71237231742268,0.111868704756489,0.1134302519494667
2500,151.69701537587113,0.1116341331653529,0.1133942004526034
3000,177.6816584343196,0.1109586608217796,0.1129920560633763
3500,203.66630149276804,0.110916119403555,0.1130573936970904
4000,229.6509445512165,0.110861853841925,0.1131689141038805
4500,255.63558760966495,0.110796850938641,0.1133671605493873
5000,281.62023066811344,0.1107453650110983,0.1134381375741213
5500,307.6048737265619,0.1108091750138555,0.1135417663026601
6000,333.58951678501035,0.1107543088292004,0.1136611729161813
6500,359.5741598434588,0.1106875178811606,0.1136161109898239
7000,385.55880290190726,0.1107429793773917,0.113736645434983
7500,411.5434459603557,0.1107557017385261,0.1138177479151636
8000,437.52808901880417,0.1107362209222628,0.1140858470462262
8500,463.5127320772526,0.1106628684792667,0.114145545172505
9000,489.4973751357011,0.1106835433311062,0.114337045350112
9500,515.4820181941495,0.1106980530312284,0.1142660749610513
10000,541.4666612525979,0.1107666331517975,0.1141095000784844
10500,567.4513043110463,0.1107183298154268,0.1141984886489808
11000,593.4359473694948,0.1106827478943159,0.1142548077041283
11500,619.4205904279432,0.1106771816121181,0.1141917373752221
12000,645.4052334863917,0.1106688324944116,0.1144609483890235
12500,671.3898765448401,0.1106799664048594,0.11436632508412
13000,697.3745196032886,0.1106368290493264,0.1144496903289109
13500,723.3591626617371,0.1106712172695552,0.1144339177990332
14000,749.3438057201855,0.1106280814346973,0.1144294091500341
14500,775.328448778634,0.1105948851400171,0.1144519384251907
15000,801.3130918370824,0.1105783842358505,0.1145702172070741
15500,827.2977348955309,0.1106060171950957,0.1146006267517805
16000,853.2823779539793,0.1106322559935506,0.1144282874884083
16500,879.2670210124278,0.1106396110699279,0.1148180379532277
17000,905.2516640708762,0.1107020298950374,0.1147020146017894
17500,931.2363071293247,0.110611784068169,0.1146603334927931
18000,957.2209501877732,0.110531870923296,0.114585987990722
18500,983.2055932462216,0.1105577115959022,0.1144688416970893
19000,1009.1902363046701,0.1106276821301435,0.1148360644001513
19500,1035.1748793631186,0.1104933069145772,0.1146783577278256
20000,1061.159522421567,0.1105149724826333,0.1146603270899504
20500,1087.1441654800155,0.1105600965602207,0.1147110251476988
21000,1113.128808538464,0.1104768058939953,0.1147549563320353
21500,1139.1134515969125,0.1105056297674309,0.1148202873300761
22000,1165.098094655361,0.1105173580072005,0.1148574615363031
22500,1191.0827377138094,0.1105296828100108,0.1148991354275494
23000,1217.0673807722578,0.1105133810415281,0.1149104082724079
23500,1243.0520238307063,0.1104893295632791,0.1149813735391944
24000,1269.0366668891547,0.1104937018826603,0.115029813023284
24500,1295.0213099476032,0.1104847579845227,0.1149723579874262
25000,1321.0059530060516,0.1104611033006222,0.1149160410277545
25500,1346.9905960645,0.110431083048752,0.1148991398513317
26000,1372.9752391229486,0.1104815767539548,0.1151221795007586
26500,1398.959882181397,0.1105139771825634,0.1148011391051113
27000,1424.9445252398455,0.1105577118360088,0.1148676016600802
27500,1450.929168298294,0.1105869330931454,0.1148428178858012
28000,1476.9138113567424,0.1105952809157315,0.1149757343810051
28500,1502.8984544151908,0.1104762112372554,0.1149002651218324
29000,1528.8830974736393,0.1105803723912686,0.1149430688237771
29500,1554.8677405320877,0.1104318794969003,0.1149903847835958
30000,1580.8523835905362,0.1105634762279805,0.1149498329032212
30500,1606.8370266489846,0.110511792350735,0.1148957605473697
31000,1632.821669707433,0.1104618953249882,0.1149926367215812
31500,1658.8063127658816,0.1105314710002858,0.1148912555072456
32000,1684.79095582433,0.1104851552227046,0.1150241737486794
32500,1710.7755988827785,0.1104561327738338,0.1149734868668019
33000,1736.760241941227,0.1104444025841075,0.1150241810828447
33500,1762.7448849996754,0.1105153728058212,0.1150703617604449
34000,1788.7295280581238,0.1104034551826771,0.1151694895233959
34500,1814.7141711165723,0.1104124001576565,0.1152303192066028
35000,1840.6988141750207,0.1103837735281558,0.1150399399921298
35500,1866.6834572334692,0.110464879166102,0.1150613473728299
36000,1892.6681002919177,0.1105171612434787,0.1151176720159128
36500,1918.652743350366,0.1103813881927635,0.1151041594566777
37000,1944.6373864088146,0.1104839622130384,0.1153361971955746
37500,1970.622029467263,0.1103927225994994,0.1152134257135912
38000,1996.6066725257115,0.1103619051209534,0.1152280670357868
38500,2022.59131558416,0.1103881481249118,0.1150275567779317
39000,2048.5759586426084,0.1104028591289534,0.1153238143306225
39500,2074.560601701057,0.1104082264209864,0.1150861273054033
40000,2100.5452447595053,0.1103982846689177,0.115099650924094
40500,2126.5298878179537,0.1103782098507508,0.1151807612041011
41000,2152.514530876402,0.110349583075731,0.1151807541027665
41500,2178.4991739348507,0.1103161848586751,0.1150590965989977
42000,2204.483816993299,0.1103237412462476,0.1150557140354067
42500,2230.4684600517476,0.1104026564134983,0.1152742481790483
43000,2256.453103110196,0.1104354599956423,0.1150658571859821
43500,2282.4377461686445,0.110367673492874,0.115192016121
44000,2308.422389227093,0.1103424270477262,0.115146960131824
44500,2334.4070322855414,0.1104217417669133,0.1151086646132171
45000,2360.39167534399,0.1104179653921164,0.1151469574542716
45500,2386.3763184024383,0.1104785948700737,0.1151424524141475
46000,2412.3609614608868,0.1103799979609903,0.1152269395533949
46500,2438.345604519335,0.1104285025430726,0.1151920178672298
47000,2464.3302475777837,0.1103664823167491,0.1149058942683041
47500,2490.314890636232,0.1104153794876765,0.1153508484130725
48000,2536.7424638119687,0.1103167848632438,0.1149419440189376
48500,2562.727106870417,0.1104459928174037,0.1151300623314455
49000,2588.7117499288656,0.1103686675269273,0.1151548454072326
49500,2614.696392987314,0.1103941099063376,0.1152911456301808
50000,2640.6810360457625,0.110429494845448,0.1152821343857795
50500,2666.665679104211,0.1107632552302675,0.1152866396587342
51000,2692.6503221626594,0.1106692299435962,0.1153204382862895
51500,2718.634965221108,0.1109542894337209,0.115594168077223
52000,2744.6196082795564,0.1108614557160763,0.1155231955926865
52500,2770.604251338005,0.1106543196437996,0.1153936490882188
53000,2796.5888943964533,0.1106115805814624,0.1154229383682832
53500,2822.5735374549017,0.1107461601786781,0.1157180669251829
54000,2848.55818051335,0.1106461724048131,0.1157766490941867
54500,2874.5428235717986,0.1104863484288216,0.1153576127253472
55000,2900.527466630247,0.1108050024849944,0.1155581150669604
55500,2926.5121096886955,0.1107407921008416,0.1153553548501804
56000,2952.496752747144,0.1108992267108988,0.1153936530463397
56500,2978.4813958055925,0.1105660597313544,0.1155513511039316
57000,3004.466038864041,0.1107644489820813,0.1156166878063231
57500,3030.4506819224894,0.1106761870178161,0.1154916558880359
58000,3056.435324980938,0.1106372248614206,0.1151717402972281
58500,3082.4199680393863,0.1104966865168535,0.1153080419171601
59000,3108.4046110978347,0.1107044157179188,0.1153823904460296
59500,3134.389254156283,0.1106580965570174,0.1153148028533905
60000,3160.3738972147316,0.1104644812003243,0.1153091691667214
60500,3186.35854027318,0.1107346268909168,0.1156932887388393
61000,3212.3431833316286,0.1107048133708303,0.1154848975129425
61500,3238.327826390077,0.1106897036079317,0.1153711196966469
62000,3264.3124694485255,0.1107068043056642,0.1153722496237605
62500,3290.297112506974,0.110651538852835,0.115430824458599
63000,3316.2817555654224,0.1107638519897591,0.1157180708833038
63500,3342.266398623871,0.1108226936412393,0.1158509915694594
64000,3368.2510416823193,0.1107268766572815,0.1155626168474555
64500,3394.2356847407677,0.1107523221289739,0.1154781326185911
65000,3420.220327799216,0.110632454699953,0.1155175631865859
65500,3446.2049708576646,0.1105644708513864,0.1151593503309413
66000,3472.189613916113,0.110797050059773,0.1154398329090327
66500,3498.1742569745616,0.1105571137159131,0.1153091711457818
67000,3524.15890003301,0.1108123552476172,0.1153868917608633
67500,3550.1435430914585,0.1108061927661765,0.1157957934774458
68000,3576.128186149907,0.1109111514524556,0.1156516131013631
68500,3602.1128292083554,0.1108618522412143,0.1156133112963289
69000,3628.097472266804,0.1106849331918056,0.1153711229562759
69500,3654.0821153252523,0.1107386064395541,0.1156234513036906
70000,3680.0667583837007,0.1105267012026161,0.115286644664593
70500,3706.051401442149,0.1107845262158662,0.1156707608606666
71000,3732.0360445005977,0.1106668447537231,0.1156662572175264
71500,3758.020687559046,0.110663266503252,0.1154702544445172
72000,3784.0053306174946,0.1107449672272196,0.1154454690404236
72500,3809.989973675943,0.1105718238322879,0.115391404251568
73000,3835.9746167343915,0.110609793337062,0.1153181802947074
73500,3861.95925979284,0.1107877072645351,0.115593031514436
74000,3887.9439028512884,0.1107328408907051,0.1153632415225729
74500,3913.928545909737,0.1106710180829395,0.1156290804501622
75000,3939.9131889681853,0.1107533169561065,0.1154972825897857
75500,3965.8978320266338,0.1106314612843561,0.1153835237491875
76000,3991.882475085082,0.1111316071765031,0.1159388576634228
76500,4017.8671181435307,0.110596078709932,0.1155265737324953
77000,4043.851761201979,0.1108032104020821,0.1154939112020656
77500,4069.8364042604276,0.1106718159498996,0.1155941600445658
78000,4095.821047318876,0.1104189594916533,0.1151041528210043
78500,4121.805690377325,0.1105082144495099,0.1150072761811316
79000,4147.790333435773,0.1107727970374981,0.1153711297083646
79500,4173.774976494222,0.1106881126906955,0.1151187932118773
80000,4199.75961955267,0.1106376239622477,0.1153970344457775
80500,4225.744262611119,0.110586933333252,0.1155536035075783
81000,4251.728905669567,0.1107330409286078,0.1155513545963913
81500,4277.713548728016,0.110561092646094,0.1154454671777784
82000,4303.698191786464,0.1108143450983334,0.1153193056816235
