epoch,t_W,train_error,val_error,test_error
0,0.0,0.8516000062227249,0.8502999991178513,0.8509000092744827
1,0.6579569751000001,0.2686600089073181,0.2786000967025757,0.2845000028610229
2,1.3159139502000001,0.2566199898719787,0.267300009727478,0.2706000208854675
3,1.9738709253000002,0.2504799962043762,0.2645000219345093,0.2669000029563904
4,2.6318279004000003,0.242460012435913,0.260200023651123,0.2585999965667724
5,3.2897848755000005,0.2393600344657898,0.2563999891281128,0.2576000094413757
6,3.9477418506000004,0.2353799939155578,0.2560000419616699,0.2563999891281128
7,4.6056988257,0.2322800159454345,0.2531999945640564,0.2542000412940979
8,5.2636558008000005,0.2303400039672851,0.252000093460083,0.2546000480651855
9,5.921612775900001,0.1759999990463256,0.2028000950813293,0.2057000398635864
10,6.579569751000001,0.1746600270271301,0.2028999924659729,0.2046999931335449
11,7.2375267261000005,0.1734001040458679,0.2028000950813293,0.2032000422477722
12,7.895483701200001,0.1695801019668579,0.2016000151634216,0.2026000022888183
13,8.553440676300001,0.1661800146102905,0.2000000476837158,0.2039000391960144
14,9.2113976514,0.1611400246620178,0.1967999935150146,0.2006000876426696
15,9.869354626500002,0.1612001061439514,0.1991000175476074,0.2032000422477722
16,10.527311601600001,0.1623600125312805,0.2010999917984008,0.2050000429153442
17,11.1852685767,0.1594001054763794,0.1992999911308288,0.2020000219345092
18,11.843225551800002,0.1566200256347656,0.1990000009536743,0.2032999992370605
19,12.501182526900001,0.1511600017547607,0.1892000436782837,0.1960000395774841
20,13.159139502000002,0.1503400206565857,0.1946000456809997,0.1991000175476074
21,13.817096477100002,0.1545799970626831,0.2002000212669372,0.2001000046730041
22,14.475053452200001,0.1480200290679931,0.1964000463485717,0.2010000944137573
23,15.133010427300002,0.1467800140380859,0.1955000162124633,0.2003000974655151
24,15.790967402400002,0.1445800065994262,0.1963000893592834,0.1967999935150146
25,16.448924377500003,0.1489800214767456,0.1967000961303711,0.2012000083923339
26,17.106881352600002,0.1395800113677978,0.1908000111579895,0.1967000961303711
27,17.7648383277,0.140820026397705,0.1935000419616699,0.1980000138282776
28,18.4227953028,0.1378999948501587,0.1978999972343444,0.1970000863075256
29,19.0807522779,0.1350800991058349,0.1903000473976135,0.1949999928474426
30,19.738709253000003,0.1372801065444946,0.1946000456809997,0.1992000937461853
31,20.396666228100003,0.1375401020050048,0.1946000456809997,0.2013000845909118
32,21.054623203200002,0.1374800205230713,0.1982000470161438,0.199500024318695
33,21.7125801783,0.1401399970054626,0.2010999917984008,0.200700044631958
34,22.3705371534,0.13264000415802,0.1940000057220459,0.1991000175476074
35,23.028494128500004,0.1265400052070617,0.1899999976158142,0.194700002670288
36,23.686451103600003,0.1269400119781494,0.1933000087738037,0.1967000961303711
37,24.344408078700003,0.1250399947166443,0.1935000419616699,0.1970000863075256
38,25.002365053800002,0.1253800988197326,0.1922000050544738,0.1971000432968139
39,25.6603220289,0.12552011013031,0.1926000118255615,0.197700023651123
40,26.318279004000004,0.1194000244140625,0.1906000971794128,0.1944000124931335
41,26.976235979100004,0.1198800206184387,0.1919000148773193,0.1999000906944275
42,27.634192954200003,0.124280035495758,0.192900002002716,0.1949999928474426
43,28.292149929300002,0.1172201037406921,0.1933000087738037,0.1937000155448913
44,28.950106904400002,0.1139600276947021,0.194700002670288,0.1983000040054321
45,29.6080638795,0.112260103225708,0.1921000480651855,0.1942999958992004
46,30.266020854600004,0.1111800074577331,0.1930000185966491,0.197700023651123
47,30.923977829700004,0.1108601093292236,0.191300094127655,0.1978999972343444
48,31.581934804800003,0.1093201041221618,0.1938000917434692,0.2000000476837158
49,32.239891779900006,0.1120001077651977,0.1946000456809997,0.2003000974655151
50,32.897848755000005,0.1105400323867797,0.191100001335144,0.1965000033378601
51,33.555805730100005,0.1134001016616821,0.1944000124931335,0.1967999935150146
52,34.213762705200004,0.1083000302314758,0.1912000179290771,0.1980000138282776
53,34.871719680300004,0.1053400039672851,0.1942000985145568,0.2024000883102417
54,35.5296766554,0.1000000238418579,0.1937000155448913,0.1953000426292419
55,36.1876336305,0.1014600992202758,0.1922000050544738,0.1962000131607055
56,36.8455906056,0.1006200313568115,0.1928000450134277,0.1951000094413757
57,37.5035475807,0.096560001373291,0.1955000162124633,0.1973000168800354
58,38.1615045558,0.0993199944496154,0.1974000930786132,0.2016000151634216
59,38.81946153090001,0.0940600037574768,0.1924999952316284,0.1933000087738037
60,39.47741850600001,0.0937801003456115,0.1952000856399536,0.2010999917984008
61,40.135375481100006,0.0980600118637085,0.1924999952316284,0.1973000168800354
62,40.793332456200005,0.092460036277771,0.1944000124931335,0.1972000002861023
63,41.451289431300005,0.0893000364303588,0.1924000978469848,0.1996000409126281
64,42.109246406400004,0.0902400016784668,0.197700023651123,0.2006000876426696
65,42.7672033815,0.086899995803833,0.195900022983551,0.1985999941825866
66,43.4251603566,0.0857800245285034,0.1913999915122985,0.1960000395774841
67,44.0831173317,0.089220106601715,0.1956000924110412,0.1978000402450561
68,44.7410743068,0.0912200212478637,0.1955000162124633,0.206100046634674
69,45.3990312819,0.0797200202941894,0.194900095462799,0.2005000114440918
70,46.05698825700001,0.0802800059318542,0.1935999989509582,0.195900022983551
71,46.71494523210001,0.0788201093673706,0.1942000985145568,0.1965000033378601
72,47.372902207200006,0.0880399942398071,0.1953000426292419,0.1987000107765197
73,48.030859182300006,0.0812600255012512,0.1967000961303711,0.197700023651123
74,48.688816157400005,0.0778000354766845,0.1926000118255615,0.1987000107765197
75,49.346773132500005,0.076740026473999,0.192900002002716,0.195900022983551
76,50.004730107600004,0.0904600024223327,0.200700044631958,0.2034000158309936
77,50.6626870827,0.0829001069068908,0.1957000494003296,0.2014999985694885
78,51.3206440578,0.0738000273704528,0.194900095462799,0.1960999965667724
79,51.9786010329,0.0781400203704834,0.1982000470161438,0.1992000937461853
80,52.63655800800001,0.072700023651123,0.1938000917434692,0.1984000205993652
81,53.29451498310001,0.0774000287055969,0.2003000974655151,0.2032000422477722
82,53.95247195820001,0.0763400197029113,0.1973000168800354,0.2021999955177307
83,54.61042893330001,0.0703001022338867,0.1978999972343444,0.2023000121116638
84,55.268385908400006,0.0687000155448913,0.1937000155448913,0.1991000175476074
85,55.926342883500006,0.0693200230598449,0.1964000463485717,0.2012000083923339
86,56.584299858600005,0.0770400166511535,0.2013000845909118,0.200700044631958
87,57.242256833700004,0.06302011013031,0.1982000470161438,0.2045000195503235
88,57.900213808800004,0.0655400156974792,0.1992000937461853,0.2026000022888183
89,58.5581707839,0.0752800107002258,0.2023000121116638,0.2027000188827514
90,59.216127759,0.0606001019477844,0.1963000893592834,0.1992999911308288
91,59.87408473410001,0.0600600242614746,0.194100022315979,0.2010999917984008
92,60.53204170920001,0.0654600262641906,0.194900095462799,0.2012000083923339
93,61.18999868430001,0.0611200332641601,0.1971000432968139,0.2039000391960144
94,61.84795565940001,0.0619601011276245,0.1985000967979431,0.2042000889778137
95,62.50591263450001,0.0589600205421447,0.1946000456809997,0.2002000212669372
96,63.163869609600006,0.0583000183105468,0.1999000906944275,0.2014000415802002
97,63.821826584700005,0.0553200244903564,0.1990000009536743,0.2012000083923339
98,64.47978355980001,0.0527800321578979,0.1969000101089477,0.1980000138282776
