move,ptimes,train_error,test_error
173000,9073.789088658657,0.0672864997613942,0.1443783526774495
173500,9099.773731717107,0.067263043965795,0.1446926402859389
174000,9125.758374775554,0.0672256724865292,0.144770361483097
174500,9151.743017834004,0.0670036286392132,0.1448999131098389
175000,9177.727660892451,0.0669602934649447,0.1447827599477023
175500,9203.7123039509,0.0670165515039116,0.1447827564552426
176000,9229.696947009348,0.0671457594289677,0.1448841402307152
176500,9255.681590067798,0.0668853530514752,0.1450564851984381
177000,9281.666233126245,0.0668265105778118,0.145081270718947
177500,9307.650876184694,0.0668446002382552,0.1449776331428438
178000,9333.635519243142,0.0666247446206398,0.1449314467608928
178500,9359.620162301591,0.0667609122829162,0.1453640013933181
179000,9385.604805360039,0.0666511821909807,0.1450395896099507
179500,9411.589448418488,0.0666448232368566,0.1456366064958274
180000,9437.574091476936,0.0665412547969026,0.1456163288094103
180500,9463.558734535385,0.0664420639513991,0.1454789044801145
181000,9489.543377593833,0.0662428762225317,0.1454011753667146
181500,9515.528020652282,0.0662464529887074,0.1456884287763387
182000,9541.51266371073,0.0661754895554622,0.1455633922014385
182500,9567.497306769179,0.0661675383817055,0.1452592462301254
183000,9593.481949827627,0.0659625885600689,0.1455735221970826
183500,9619.466592886076,0.0658178742451127,0.1452536131255328
184000,9645.451235944523,0.0659458911832189,0.1454563790466636
184500,9671.435879002973,0.0661075052485102,0.1456658937968313
185000,9697.42052206142,0.065808530052891,0.1455318455118686
185500,9723.40516511987,0.0657073493566713,0.1453009305987507
186000,9749.389808178317,0.0656520864431513,0.1457920582033693
186500,9775.374451236767,0.0657353789865737,0.1459644031710922
187000,9801.359094295214,0.0654986255176481,0.1461131013929844
187500,9827.343737353664,0.0653924726793775,0.1458495033439248
188000,9853.328380412111,0.0653427767683751,0.1460736675653606
188500,9879.31302347056,0.0655061783254495,0.1461829277686774
189000,9905.297666529008,0.0652358278966858,0.1458506318740546
189500,9931.282309587457,0.0653278669487917,0.1462336231488734
190000,9957.266952645905,0.0650539433117955,0.146057897945866
190500,9983.251595704354,0.0649372557018068,0.1459711648058146
191000,10029.67916888009,0.0652354336925782,0.146470182808116
191500,10055.663811938539,0.0650823671458056,0.1459745424799621
192000,10081.648454996986,0.0650700430051074,0.1462764288298785
192500,10107.633098055436,0.065011004146072,0.1464251233264804
193000,10133.617741113883,0.0648376620738417,0.1461840672418475
193500,10159.602384172333,0.0649764159170445,0.1464972109533846
194000,10185.58702723078,0.0647412523903767,0.1465738133992999
194500,10211.57167028923,0.0646422568825073,0.1464352596085518
195000,10237.556313347677,0.0647028856401448,0.1464116005226969
195500,10263.540956406126,0.0647126286494312,0.1463305002544075
196000,10289.525599464574,0.0645647299534175,0.1463564082514494
196500,10315.510242523023,0.0645402825030032,0.1464476506225764
197000,10341.494885581471,0.0648893485195003,0.1466628045309335
197500,10367.47952863992,0.0642941840342246,0.1466887150891125
198000,10393.464171698368,0.0643937761051347,0.1465828232467174
198500,10419.448814756817,0.0644019275569007,0.1464217393659055
199000,10445.433457815265,0.0641755102697061,0.1468700703699141
199500,10471.418100873714,0.0641337661436409,0.1466605511959642
200000,10497.402743932162,0.064088044775417,0.1465434010606259
200500,10523.387386990611,0.0641427107184426,0.1466368997935205
201000,10549.372030049059,0.0639870583763695,0.1466515380889177
201500,10575.356673107508,0.0639572427317034,0.1469218891579657
202000,10601.341316165956,0.0638409522071015,0.1469173794612288
202500,10627.325959224405,0.0637622343783732,0.1469421591609716
203000,10653.310602282852,0.0638830971292918,0.1471246492583304
