values,move 0,move 5000,move 10000,move 15000,move 20000,move 25000,move 30000,move 35000,move 40000,move 45000,move 50000
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.8200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6799999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6599999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.029187703138442e-07,0.0,8.029187703138442e-07,0.0
-0.52,1.6058375406276884e-06,0.0,0.0,8.029187703138442e-07,0.0,8.029187703138442e-07,0.0,0.0,0.0,8.029187703138442e-07,2.4087563109415324e-06
-0.5,4.817512621883065e-06,2.4087563109415324e-06,8.029187703138442e-07,1.6058375406276884e-06,2.4087563109415324e-06,8.029187703138442e-07,3.211675081255377e-06,2.4087563109415324e-06,2.4087563109415324e-06,1.6058375406276884e-06,1.6058375406276884e-06
-0.48,1.0437944014079974e-05,1.124086278439382e-05,6.423350162510754e-06,1.4452537865649195e-05,1.0437944014079974e-05,1.0437944014079974e-05,5.62043139219691e-06,6.423350162510754e-06,8.832106473452286e-06,4.817512621883065e-06,6.423350162510754e-06
-0.45999999999999996,2.489048187972917e-05,2.489048187972917e-05,2.248172556878764e-05,2.1678806798473795e-05,2.248172556878764e-05,2.5693400650043015e-05,3.532842589380914e-05,2.890507573129839e-05,3.131383204223992e-05,2.5693400650043015e-05,3.131383204223992e-05
-0.43999999999999995,8.029187703138441e-05,7.948895826107057e-05,8.430647088295364e-05,7.708020195012904e-05,6.90510142469906e-05,8.430647088295364e-05,8.992690227515056e-05,8.189771457201211e-05,7.226268932824598e-05,6.664225793604907e-05,8.671522719389518e-05
-0.42000000000000004,0.00023525519970195766,0.00023364936216132995,0.0002312406058503884,0.0002264230932285053,0.0002344522809316438,0.00021999974306599452,0.00021437931167379759,0.00021839390552536684,0.00023204352462070224,0.00020394136765971758,0.0002328464433910161
-0.4,0.0005781015146259678,0.0005853277835587925,0.000612627021749463,0.0006005832401947554,0.0006294883159260539,0.0006294883159260539,0.000623064965763543,0.0005708752456931432,0.00061824745314166,0.0005588314641384356,0.0006407291787104476
-0.38,0.0014516771367274301,0.0014886114001618671,0.0015030639380275161,0.001487808481391553,0.00147255302475559,0.001452480055497744,0.00147255302475559,0.0014324070862398982,0.001422772060996132,0.0014886114001618671,0.0014829909687696702
-0.36,0.0034429156871057637,0.0035248134016777756,0.0034485361184979605,0.0035103608638121266,0.0034003609922791302,0.0034284631492401143,0.0034806528693105145,0.003435689418172939,0.0034653974126745515,0.003503937513649616,0.003447733199727647
-0.33999999999999997,0.00761729037396744,0.007615684536426812,0.0076301370742924614,0.007693567657147255,0.007478385426703145,0.007471962076540634,0.007542618928328252,0.007609261186264302,0.0076742976066597225,0.007542618928328252,0.007592399892087711
-0.31999999999999995,0.015852025282306226,0.015724361197826324,0.015789397618221745,0.015879324520496896,0.01569786487840597,0.01557501830654795,0.015792609293303,0.015782171349288922,0.015850419444765597,0.015927499646715727,0.01584239025706246
-0.29999999999999993,0.03139813851312288,0.030939671895273673,0.031194197145463162,0.03131704371732118,0.031192591307922533,0.031084197273930164,0.031186167957760025,0.03128813864158988,0.03133952544288997,0.031263248159710155,0.031557919348415335
