Dt_W,"d2, avg","d2, std"
0.136460576050485,0.0,0.0
51.34248303360375,128.37925982234455,122.05579146183712
102.54850549115702,198.0274664431202,90.99864688704402
153.75452794871032,228.3275185811151,61.93562158132763
204.96055040626356,245.72868712743124,45.60957281919999
256.16657286381684,268.6125383879009,30.516901542808093
307.3725953213701,280.59053315507606,29.779263910919873
358.57861777892333,292.0201908234627,25.83917173744514
409.7846402364766,301.3813989058785,21.773492390996132
460.9906626940299,311.6196024129679,17.51392294453474
512.1966851515832,319.2523729112413,17.519141135894884
563.4027076091364,326.5629745654845,16.51360718613859
614.6087300666898,333.41010145707565,15.292397147123594
665.814752524243,339.35278180001796,13.779248212070172
717.0207749817962,344.4627799100654,13.914330805870424
768.2267974393495,349.5148322610294,13.817108797041136
819.4328198969027,353.94145929245724,13.464235526370382
870.6388423544561,357.97516678040284,13.383730737350692
921.8448648120093,362.0708487906107,13.195372642450655
973.0508872695626,365.7133645893615,13.09468912259034
1024.256909727116,369.1490421295166,12.828345061007516
1075.4629321846692,372.59886343267897,12.443337907408745
1126.6689546422224,375.8354996901292,11.751445557791362
1177.8749770997756,378.77998887099227,11.171348417947007
1229.080999557329,381.60735843056125,10.639196244975535
1280.2870220148823,384.4640771484375,10.272407669848901
1331.4930444724355,387.27855331833297,10.02866084569328
1382.6990669299887,389.91725095984054,9.91816135055301
1433.905089387542,392.3894962734646,9.651950488125188
1485.1111118450954,394.9167768451529,9.269264579700467
1536.3171343026486,397.43184683663503,8.32746591029825
1587.5231567602018,399.68692370428556,7.664787104904814
1638.729179217755,401.9182851454791,7.143036928655153
1689.9352016753085,403.9829470506355,7.0060426447828625
1741.1412241328617,406.16874556107956,6.84527817118221
1792.347246590415,408.2932157076322,6.286928696877117
1843.5532690479681,410.2061553001404,5.831118390895567
1894.7592915055216,412.17709156823537,5.459653408971524
1945.9653139630748,414.225598242975,5.045713185033476
1997.171336420628,416.1587444367956,4.795312685544862
2048.3773588781814,418.19508107503253,4.683309431739385
2099.5833813357344,420.0838716151351,4.566000057178514
2150.789403793288,421.8742833630792,4.222011866516717
2201.995426250841,423.41403465940243,3.498144122800637
2253.2014487083943,424.91533279418945,3.0739861013014136
2304.4074711659478,426.509677956321,3.2023645766121396
2355.6134936235007,428.0288278085214,3.460133940554849
2406.819516081054,429.66193375497494,3.5637649138100387
2458.0255385386076,431.4018942025992,3.744710614816582
2509.2315609961606,433.1520020728018,3.91074260124653
2560.437583453714,434.920107421875,4.026114074023614
2611.643605911267,436.67467763472575,4.156651590070334
2662.8496283688205,438.2225144704183,4.18209636548773
2714.055650826374,439.8900925656582,3.9963883667088536
2765.261673283927,441.65939132027006,3.7489843941659187
2816.4676957414804,443.3392442491319,3.8704795315589666
2867.6737181990334,445.2633687799627,4.08351378953859
2918.879740656587,447.09382593908975,4.246644280619176
2970.0857631141403,448.7362256731306,4.3830857646000805
3021.2917855716933,450.3385783870046,4.270802693978713
3072.4978080292467,451.8145126342773,4.386012870151666
3123.7038304868,453.1429779835236,4.280997834637601
3174.909852944353,454.754270051655,4.100482905600692
3226.1158754019066,456.58615937104094,4.247887814952747
3277.3218978594596,458.3709886338976,4.429131351523605
3328.527920317013,459.85194004603795,4.661354757352036
3379.7339427745665,461.1323439654182,4.877158773523705
3430.9399652321194,462.37957301284325,5.12446566268979
3482.145987689673,463.903564453125,5.156815842755723
3533.352010147226,464.98946651335683,5.3441457000300066
3584.5580326047793,466.1310272216797,5.415178557456093
3635.764055062333,467.46535097319503,5.296058510463757
3686.9700775198858,468.8617847987584,5.118577752228187
3738.176099977439,470.2212219238281,5.0310696056121476
3789.3821224349927,471.66826101449817,4.616159301376375
3840.5881448925456,472.91386352539064,4.558507425861496
3891.794167350099,474.2006975809733,4.384211347889346
3943.000189807652,475.5972555409307,4.05523303019549
3994.2062122652055,476.8321352871981,3.923261064806373
4045.412234722759,477.8543613978795,3.3831184669923178
4096.618257180313,479.1552200317383,3.375120507814608
4147.824279637865,480.477095754523,3.380891154343942
4199.030302095419,481.9086405436198,2.535408978260696
4250.236324552972,483.07233204561123,2.536342651466385
4301.442347010526,484.30887603759766,2.399534510384255
4352.648369468079,485.2918253580729,2.4660614370881877
4403.854391925632,486.5284445626395,2.6284573798337654
4455.060414383185,487.3729435847356,2.6241184646304734
4506.266436840739,488.3367665608724,2.703815869135734
4557.472459298292,489.3588950417259,2.3572649069588585
4608.6784817558455,490.2616668701172,2.1756836355650164
4659.884504213398,490.7350328233507,2.492383621547867
4711.0905266709515,491.5389633178711,2.1385666528356344
4762.296549128505,492.6159973144531,0.8595312507506653
4813.502571586058,493.0935974121094,2.2945683728524826
4864.708594043612,494.087158203125,3.9502324979844903
4915.914616501165,495.45645904541016,4.342819534733008
4967.120638958718,495.7035624186198,2.8329324444159125
5018.326661416271,494.46417236328125,0.0
5069.532683873825,494.46417236328125,0.0
