Dt_W,"d2, avg","d2, std"
1.330869966340684,0.0,0.0
53.300156083237596,61775.9115234375,101.10893539104414
105.2694422001345,103989.89094065657,153.33753567861535
157.23872831703142,132676.00302933675,212.58602462158254
209.20801443392833,152253.8838595361,226.61854972244058
261.17730055082524,165669.64095052084,244.2755764726452
313.14658666772215,174902.87368421053,241.93253365596848
365.11587278461906,181286.67619680852,273.50727022490616
417.08515890151597,185727.0628360215,292.2970135298352
469.0544450184129,188828.18223505435,297.18546469334933
521.0237311353097,190982.53794642858,277.5243825675646
572.9930172522066,192502.42743055554,263.6252114810418
624.9623033691036,193579.57636938203,269.94519894409945
676.9315894860005,194348.5303622159,240.1650960060817
728.9008756028974,194919.75448994254,222.0538139321446
780.8701617197943,195340.15025436046,232.683742210894
832.8394478366912,195635.93952205882,245.28090909585714
884.8087339535881,195858.91238839287,291.66176019952894
936.778020070485,196006.55986445784,316.0264739053157
988.7473061873819,196132.05182926828,338.9791837323451
1040.716592304279,196233.5825617284,324.95708903483114
1092.6858784211759,196306.1857421875,315.924140825467
1144.6551645380728,196370.9313686709,309.17620652314804
1196.6244506549697,196426.61818910256,298.0584892109618
1248.5937367718666,196472.10633116882,307.5302035714686
1300.5630228887635,196504.1716694079,286.14138056366795
1352.5323090056604,196517.01020833335,271.59882835610637
1404.5015951225573,196518.26245777027,298.4462000706251
1456.4708812394542,196533.97709760274,318.4727022805643
1508.4401673563511,196548.79123263888,299.67827092142716
1560.409453473248,196556.31426056338,275.84435738758043
1612.378739590145,196590.96964285715,252.9201849516069
1664.3480257070419,196595.56929347827,247.0931700216604
1716.3173118239388,196594.57651654413,257.64701759518385
1768.2865979408357,196617.51679104476,262.2597394375905
1820.2558840577326,196625.8115530303,272.70529503591945
1872.2251701746295,196633.92283653846,298.5338025737178
1924.1944562915264,196662.16796875,270.23513508866523
1976.1637424084233,196668.58085317462,264.66402776393403
2028.1330285253202,196687.2006048387,278.1610742110125
2080.102314642217,196707.32453893442,290.7191276734229
2132.071600759114,196713.625,283.1187909920949
2184.040886876011,196727.421875,317.1224567896518
2236.010172992908,196737.9983836207,274.2766673764296
2287.979459109805,196731.46984649124,258.45026931364583
2339.9487452267017,196706.43470982142,273.45325740801314
2391.9180313435986,196661.0650568182,251.45317724009254
2443.8873174604955,196629.14380787036,261.24858105376967
2495.8566035773924,196618.42393867925,300.1283965583312
2547.8258896942893,196597.0381610577,294.3330480039353
2599.7951758111863,196567.19209558822,304.57565937381406
2651.764461928083,196554.030625,326.29564941887827
2703.73374804498,196546.6517857143,333.13589877821215
2755.703034161877,196533.0595703125,328.35679493568995
2807.672320278774,196529.0116356383,337.1863079568372
2859.641606395671,196523.33831521738,338.08226759630304
2911.6108925125677,196504.75243055556,309.33005809506716
2963.5801786294646,196498.2979403409,312.7755538033152
3015.5494647463615,196485.25690406977,280.5325882096102
3067.5187508632584,196471.11644345237,255.3519640817132
3119.4880369801554,196490.43140243902,287.65606915720724
3171.4573230970523,196518.332421875,302.38756451317687
3223.426609213949,196546.96434294872,301.21142506635397
3275.395895330846,196555.3162006579,308.07460922531317
3327.365181447743,196590.5962837838,335.61362828311513
3379.33446756464,196610.08940972222,343.5962948778331
3431.303753681537,196615.9357142857,331.5759400208608
3483.2730397984337,196600.56341911765,326.53316880179227
3535.2423259153306,196568.85085227274,298.31836905358693
3587.2116120322275,196578.65087890625,317.78695169983814
3639.1808981491245,196572.25504032258,304.51038779075867
3691.1501842660214,196552.721875,310.3589454006995
3743.1194703829183,196546.45851293104,310.51455629855263
3795.088756499815,196536.8671875,265.8875175817579
3847.058042616712,196508.3778935185,221.83654172584545
3899.027328733609,196489.5546875,263.7818547075105
3950.996614850506,196562.55125,274.2434728356698
4002.965900967403,196583.162109375,255.4350427245381
4054.9351870842997,196618.57201086957,289.61816028883305
4106.904473201196,196663.53338068182,316.2724553432779
4158.873759318093,196680.6138392857,286.6969703168311
4210.84304543499,196633.81015625,289.68363638010584
4262.812331551887,196604.56085526315,247.25912409319895
4314.781617668784,196640.21440972222,271.993588829805
4366.750903785681,196683.72518382352,340.50677214343426
4418.720189902578,196666.138671875,338.8113900782003
4470.689476019475,196673.78229166666,328.4008392393473
4522.6587621363715,196677.93861607142,403.86643820028655
4574.628048253268,196621.6826923077,370.8220493404706
4626.597334370165,196589.07682291666,422.5928660622533
4678.566620487062,196577.1747159091,429.3581842811288
4730.535906603959,196605.034375,431.0761564686468
4782.505192720856,196631.52951388888,473.70578421657586
4834.474478837753,196637.970703125,397.7519401872214
4886.44376495465,196745.9575892857,378.7073688947467
4938.413051071547,196731.7890625,333.92700673839533
4990.382337188444,196816.10625,286.3205179582949
5042.351623305341,197020.6015625,184.57144741714563
5094.3209094222375,197297.796875,136.95304804856175
5146.290195539134,197441.6875,264.734375
5198.259481656031,197722.4375,0.0
