Dt_W,"d2, avg","d2, std"
0.007327712820043745,0.0,0.0
3.9892495110619857,0.7987151278768267,0.016396942118270932
7.971171309303927,1.3819480387643837,0.02715663219067757
11.953093107545868,1.8348008607853354,0.0333762125718636
15.93501490578781,2.2045682072639465,0.04132766118172224
19.91693670402975,2.5150252866466145,0.04756234386235043
23.898858502271693,2.7810787341173957,0.0559042521827236
27.880780300513635,3.016269912381144,0.06160447182870531
31.862702098755577,3.223244634412584,0.06496005838480869
35.84462389699752,3.406646567190479,0.06848383987434817
39.82654569523946,3.5729965790208564,0.07444324999566863
43.8084674934814,3.7272662235028817,0.07966178227237708
47.79038929172334,3.8677277710379623,0.08340539313091247
51.772311089965285,3.9957615393071086,0.08616939640210444
55.75423288820723,4.114799673174635,0.087478527837562
59.73615468644917,4.2253048730933145,0.08886748591674046
63.71807648469111,4.327094405889511,0.08913448419255048
67.69999828293305,4.421245107110941,0.08793315091185676
71.681920081175,4.506524786164489,0.08681314006961277
75.66384187941694,4.585904540529676,0.08897786115702676
79.64576367765888,4.659454953976167,0.09165929004579808
83.62768547590082,4.729750531719577,0.09347526924682102
87.60960727414276,4.795161318469357,0.09332041498391129
91.5915290723847,4.856607234555911,0.09450086714480824
95.57345087062664,4.916985317280418,0.09967267419785723
99.55537266886859,4.973415393703031,0.10352336592501579
103.53729446711053,5.0241236432393395,0.1060536850301736
107.51921626535247,5.071113532021542,0.10993853438123662
111.50113806359441,5.116257535444723,0.11308871361149427
115.48305986183635,5.1603086854324856,0.11891481390620931
119.4649816600783,5.207138665734905,0.1222506835539101
123.44690345832024,5.249959051197973,0.12407367646038608
127.42882525656218,5.287949449486202,0.12231500500323896
131.41074705480412,5.324224925541378,0.11956332308885233
135.39266885304608,5.359613015618123,0.12119275062960927
139.374590651288,5.39372926062726,0.12554261167154104
143.35651244952996,5.427764742715018,0.12287909668495908
147.3384342477719,5.461048747138154,0.12055261433664914
151.32035604601384,5.492023996684862,0.12291657152793967
155.30227784425577,5.523742411258447,0.1288712135716933
159.28419964249773,5.553149142686059,0.1341981735587821
163.26612144073965,5.584971442045989,0.1383472877302981
167.2480432389816,5.613561228140076,0.14179928827283259
