move 0,move 25000,move 50000
0.006594938226044178,0.006717304233461618,0.006766577251255512
0.006538058631122112,0.006653500720858574,0.0067852819338440895
0.00683226203545928,0.006764836609363556,0.006777582224458456
0.006390802562236786,0.006811841856688261,0.007135860621929169
0.00662180595099926,0.00666803540661931,0.006844932213425636
0.0063315765000879765,0.00657042209059,0.0067437393590807915
0.006523346062749624,0.006631370168179274,0.00684285257011652
0.0064728702418506145,0.006609826348721981,0.007037518545985222
0.006599537096917629,0.006718791089951992,0.0070401327684521675
0.006645753514021635,0.00682466896250844,0.006685491185635328
0.006787445861846209,0.006774591747671366,0.0068356855772435665
0.006674536038190126,0.006736592389643192,0.0067823175340890884
0.006324181333184242,0.0066974651999771595,0.0067617641761898994
0.006456094793975353,0.006618632469326258,0.00689650746062398
0.006482027471065521,0.006759230513125658,0.006934299133718014
0.006688694003969431,0.006764380261301994,0.006588465068489313
0.006595049984753132,0.006537599489092827,0.006858504842966795
0.0066963606514036655,0.0068187713623046875,0.006365404464304447
0.0064394306391477585,0.0066490438766777515,0.006980445235967636
0.006720602512359619,0.006621707696467638,0.006800449453294277
0.006557565648108721,0.006884051952511072,0.0065307337790727615
0.006650756113231182,0.00675744516775012,0.006800711154937744
0.006503928918391466,0.0066429562866687775,0.006980228237807751
0.006419486366212368,0.006536324508488178,0.006745052523910999
0.006565087009221315,0.006645629648119211,0.007021765690296888
0.006774402689188719,0.006622786168009043,0.006945495493710041
0.006878076586872339,0.006827691104263067,0.007089311722666025
0.006580142769962549,0.006699803750962019,0.006799197290092707
0.006481769494712353,0.00653777876868844,0.007043116260319948
0.00670804874971509,0.00653740344569087,0.007016140967607498
0.006462350953370333,0.0064635565504431725,0.006838590372353792
0.0065959119237959385,0.0066600339487195015,0.0066755423322319984
0.006831934209913015,0.006919871550053358,0.006957349367439747
0.006508071441203356,0.006545834243297577,0.006891309283673763
0.006623059045523405,0.006770499516278505,0.006800978444516659
0.0065001510083675385,0.006781457457691431,0.006863981951028109
0.006672073155641556,0.006375024560838938,0.006792580243200064
0.006424902938306332,0.006644902750849724,0.006684412714093924
0.006603057496249676,0.006817160174250603,0.0069389790296554565
0.00664184195920825,0.0066923038102686405,0.00700561236590147
0.006360609084367752,0.006504723336547613,0.006832472048699856
0.006648217793554068,0.006695665419101715,0.006966767366975546
0.00635901466012001,0.006705871783196926,0.006755328271538019
0.0066383895464241505,0.006904203910380602,0.006932632531970739
0.006607520394027233,0.006589504424482584,0.00691599864512682
0.006355100777000189,0.0064770812168717384,0.007015280891209841
0.006611024960875511,0.006724211852997541,0.006833583116531372
0.00631021149456501,0.006817401386797428,0.007102895062416792
0.006647890899330378,0.006573508959263563,0.006893449928611517
0.006315222941339016,0.006725779734551907,0.0070211091078817844
0.006496654823422432,0.006622395943850279,0.006627981550991535
0.006505514960736036,0.006379963364452124,0.0068732984364032745
0.0066642118617892265,0.006468059495091438,0.006852553691715002
0.006670801434665918,0.006835476495325565,0.006834040861576796
0.0066005513072013855,0.00638060225173831,0.007040576543658972
0.006341794040054083,0.006727679166942835,0.00690242275595665
0.006521045230329037,0.006758531555533409,0.00699690030887723
0.006427699234336615,0.006728732958436012,0.0066805435344576836
0.00646414328366518,0.006557243876159191,0.0067613678984344006
0.006542705465108156,0.006528287660330534,0.006865152157843113
0.006513208616524935,0.006599919404834509,0.00665920227766037
0.006839714478701353,0.006597001105546951,0.007016250863671303
0.0067282007075846195,0.006753499619662762,0.006741279736161232
0.006631404161453247,0.0068078297190368176,0.006712684407830238
0.00637560011819005,0.006741540506482124,0.0067850141786038876
0.0066544003784656525,0.006791913881897926,0.006999769248068333
0.006427778396755457,0.006630872376263142,0.006894972175359726
0.006671342998743057,0.006609985139220953,0.006915675941854715
0.006645298097282648,0.00658605620265007,0.006888584699481726
0.006654306780546904,0.006791928317397833,0.007008834276348352
0.0063078985549509525,0.006567704491317272,0.006893125828355551
0.006626640912145376,0.006589097436517477,0.006545913405716419
0.006729334592819214,0.0066338516771793365,0.007046678103506565
0.006735172122716904,0.006846277974545956,0.007041510660201311
0.006457869429141283,0.006818914785981178,0.006845193915069103
0.00680158007889986,0.0065587726421654224,0.006754118017852306
0.006694677285850048,0.00634776009246707,0.00680885324254632
0.006341887172311544,0.006682426668703556,0.007008722517639399
0.006450850050896406,0.006781970616430044,0.007003775332123041
0.006582480389624834,0.00639503775164485,0.006904718466103077
0.006583938840776682,0.006706401240080595,0.0068916818127036095
0.00657878490164876,0.006649000104516745,0.006802280433475971
0.00649860268458724,0.006646680645644665,0.006632554344832897
0.006648058071732521,0.0066652242094278336,0.006796702276915312
0.006353593897074461,0.0068252552300691605,0.006814504507929087
0.006608117371797562,0.006732719484716654,0.0066525982692837715
0.006518513895571232,0.006629346404224634,0.006775845307856798
0.006696133874356747,0.006486241240054369,0.007074328605085611
0.006716400384902954,0.006575457286089659,0.006897618994116783
0.006564275827258825,0.006655829958617687,0.007005940657109022
0.006638159975409508,0.0065455990843474865,0.0068260193802416325
0.006394975818693638,0.006730283610522747,0.006942405831068754
0.006535782944411039,0.006391031201928854,0.006699353456497192
0.0065181623212993145,0.0066281999461352825,0.006938674487173557
0.0065399231389164925,0.006664513610303402,0.006764468736946583
0.006495519075542688,0.006691141054034233,0.006707936525344849
0.006496230140328407,0.006761516444385052,0.00695685064420104
0.006725856568664312,0.006544157397001982,0.006712836213409901
0.006548445671796799,0.006421760190278292,0.006961694452911615
0.006756939459592104,0.006457686889916658,0.007070998661220074
0.006364539265632629,0.006356203928589821,0.006381555460393429
0.006286518182605505,0.00618087500333786,0.00649781059473753
0.0061824931763112545,0.006607041694223881,0.006396641954779625
0.006282710935920477,0.006496813148260117,0.006676854100078344
0.006339486688375473,0.006320422515273094,0.006589851342141628
0.0064740558154881,0.0064703249372541904,0.006317879538983107
0.006298715714365244,0.006563486997038126,0.006563047878444195
0.006394318770617247,0.00615774467587471,0.00638522207736969
0.006224291864782572,0.006626605521887541,0.006273810751736164
0.006192886270582676,0.006398641970008612,0.006318971514701843
0.006339274812489748,0.006315224338322878,0.006556265521794558
0.006322768051177263,0.006701500155031681,0.0064507438801229
0.006330265663564205,0.006513349246233702,0.006237583234906197
0.006325698923319578,0.0063092391937971115,0.0063726338557899
0.006346909794956446,0.006231062114238739,0.006524998228996992
0.006321868393570185,0.0063462755642831326,0.00648649362847209
0.006336388643831015,0.0063270325772464275,0.00647593941539526
0.0061693559400737286,0.006466045044362545,0.006363964639604092
0.0063004158437252045,0.006556304637342691,0.006542103365063667
0.006118697114288807,0.006581608671694994,0.006475930567830801
0.0063440534286201,0.006541949696838856,0.006393140647560358
0.006225951947271824,0.006261343602091074,0.006506393197923899
0.006272259633988142,0.006538853980600834,0.0064141773618757725
0.006612733472138643,0.006397022865712643,0.006056991405785084
0.006686921697109938,0.0062563493847846985,0.006415830925107002
0.006531952414661646,0.00630338815972209,0.006617640610784292
0.006351348478347063,0.006262280512601137,0.0067614177241921425
0.006358971353620291,0.006367058958858252,0.006430345121771097
0.00640087528154254,0.006617383565753698,0.006425036583095789
0.006318374071270227,0.006368089001625776,0.0065181623212993145
0.006328134331852198,0.006426029838621616,0.006364441476762295
0.006352720316499472,0.006587340496480465,0.00648559769615531
