move 0,move 5000,move 10000,move 15000,move 20000,move 25000,move 30000,move 35000,move 40000,move 45000,move 50000
0.9236559271812439,0.9482079148292542,0.9056451320648193,0.9366487264633179,0.9540322422981262,0.9475806355476379,0.9504480361938477,0.9526881575584412,0.9413082599639893,0.9400537610054016,0.9463261365890503
