"move 0, avg","move 0, err","move 5000, avg","move 5000, err","move 10000, avg","move 10000, err","move 15000, avg","move 15000, err","move 20000, avg","move 20000, err","move 25000, avg","move 25000, err","move 30000, avg","move 30000, err","move 35000, avg","move 35000, err","move 40000, avg","move 40000, err","move 45000, avg","move 45000, err","move 49000, avg","move 49000, err"
0.9990008473396301,1.663844670929393e-07,0.9990008473396301,1.6753041620631848e-07,0.9990008473396301,1.6628015941932972e-07,0.9990008473396301,1.6582291095801338e-07,0.9990008473396301,1.673573990501609e-07,0.9990008473396301,1.664217705865667e-07,0.9990008473396301,1.6716992945475795e-07,0.9990008473396301,1.6707754468825442e-07,0.9990009665489197,7.545999380909052e-08,0.9990008473396301,1.6581427075834654e-07,0.9990008473396301,1.6698892579825042e-07
-0.0010032245190814137,0.032242484390735626,0.0018015349050983787,0.03135797381401062,-0.006332438439130783,0.03141516447067261,-0.0002776104083750397,0.03130359575152397,0.001346471020951867,0.03068510629236698,0.0009700090740807354,0.0317968986928463,-0.004121419508010149,0.03156821429729462,-0.0049257525242865086,0.031685858964920044,-0.006423280108720064,0.03222757950425148,-0.0029661227017641068,0.03083556331694126,0.0008815487381070852,0.030862726271152496
-0.006303258240222931,0.031045548617839813,0.0014034286141395569,0.031949277967214584,0.004098745994269848,0.032172515988349915,-0.003697488224133849,0.03087860904633999,-0.0006742308614775538,0.030114511027932167,0.003579655196517706,0.031179480254650116,-0.002643344458192587,0.031645551323890686,0.00038580523687414825,0.030406758189201355,-0.005717437248677015,0.03164166584610939,0.0021390155889093876,0.030368437990546227,-0.0014265000354498625,0.03141172230243683
0.002593533368781209,0.031443558633327484,-0.0002577574923634529,0.033059850335121155,0.0006833249353803694,0.03243221715092659,0.0030195971485227346,0.03151349350810051,0.0014339442132040858,0.0317668616771698,0.0020380765199661255,0.03165874630212784,-0.003182107349857688,0.0307118222117424,-0.0009121245238929987,0.031100617721676826,0.0006217567133717239,0.03126389905810356,0.0008807326084934175,0.030624637380242348,0.005145227536559105,0.03276293724775314
0.0027732891030609608,0.03083209879696369,-0.004091121256351471,0.031386297196149826,-0.0034389840438961983,0.03113703988492489,-0.003198498161509633,0.03132319450378418,0.0010120559018105268,0.03163054212927818,-0.0039050981868058443,0.03091774880886078,0.0015704563120380044,0.03121817670762539,0.004744604229927063,0.03089679591357708,-0.0005304689984768629,0.030639387667179108,-0.003541358048096299,0.03171170875430107,0.001813678303733468,0.03166015446186066
-0.00039844890125095844,0.030026162043213844,-0.0016089098062366247,0.03130210191011429,-0.004779573529958725,0.03154852241277695,0.004318960011005402,0.030567366629838943,-0.0074920132756233215,0.03214360773563385,0.0031812465749680996,0.031975310295820236,0.00199828646145761,0.031219840049743652,-0.004301455337554216,0.03104383684694767,0.0021996551658958197,0.03113466501235962,-0.0028378493152558804,0.032318245619535446,-0.005566299427300692,0.031800899654626846
0.004225000739097595,0.031058797612786293,-0.0008844674448482692,0.030621329322457314,-0.0016832143301144242,0.030481597408652306,-0.0019407377112656832,0.031294140964746475,-0.006902868393808603,0.03152146562933922,0.00447163637727499,0.031136102974414825,-0.0028469227254390717,0.03326023742556572,0.00029018952045589685,0.030831653624773026,0.00043260102393105626,0.03198312595486641,-0.002596996258944273,0.032103512436151505,-0.003473251825198531,0.03172283619642258
-8.393685129703954e-05,0.03107345849275589,0.004719158634543419,0.032852426171302795,0.004482929594814777,0.03142601251602173,0.0014401767402887344,0.03211093693971634,-0.003919577691704035,0.03172799572348595,-0.001359174377284944,0.03183670714497566,-0.0013949595158919692,0.031488336622714996,0.00047022156650200486,0.031430698931217194,0.001281015109270811,0.03241213783621788,0.0029603582806885242,0.031201854348182678,0.0018926725024357438,0.03207600489258766
-0.0013117067283019423,0.03144300729036331,-0.0017811163561418653,0.031230520457029343,-0.003920082002878189,0.031517162919044495,-0.0020162344444543123,0.03188709169626236,-0.0041075157932937145,0.03152007609605789,-0.002930071670562029,0.033075831830501556,0.002085436135530472,0.03153230622410774,7.133330086617207e-07,0.031070802360773087,-0.0010299888672307134,0.03184444457292557,-0.0027837271336466074,0.031424082815647125,0.007404325995594263,0.031035510823130608
-0.0010454412549734116,0.03129800036549568,-0.0007601733086630702,0.03171079233288765,-0.0007675486267544329,0.03171247988939285,-0.00029485151753760874,0.03157708793878555,-0.0007742242305539548,0.030766915529966354,-0.001879446324892342,0.03203830122947693,-0.0036421676632016897,0.032096557319164276,-0.004162974189966917,0.032308369874954224,-0.0020869839936494827,0.03170551732182503,-0.0011808485724031925,0.030331337824463844,-0.0017088408349081874,0.0316215343773365
