move 0,move 5000,move 10000,move 15000,move 20000,move 25000,move 30000,move 35000,move 40000,move 45000,move 50000
0.9515233039855957,0.9584229588508606,0.9539426565170288,0.9660394191741943,0.9531362056732178,0.9414874315261841,0.948655903339386,0.9537634253501892,0.9327061176300049,0.9370967745780945,0.9616487622261047
