values,move 0,move 5000,move 10000,move 15000,move 20000,move 25000,move 30000,move 35000,move 40000,move 45000,move 50000
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.92,0.0,0.0,0.0,0.0,0.0,8.029187703138487e-07,0.0,0.0,0.0,0.0,0.0
-0.9,0.0,0.0,8.029187703138442e-07,0.0,8.029187703138442e-07,8.029187703138442e-07,1.6058375406276884e-06,8.029187703138442e-07,0.0,0.0,0.0
-0.88,1.6058375406276884e-06,4.014593851569221e-06,4.014593851569221e-06,3.211675081255377e-06,4.014593851569221e-06,8.029187703138442e-07,8.029187703138442e-07,2.4087563109415324e-06,0.0,8.029187703138442e-07,1.6058375406276884e-06
-0.86,2.4087563109415324e-06,1.0437944014079974e-05,5.62043139219691e-06,4.014593851569221e-06,7.226268932824598e-06,1.6058375406276884e-06,7.226268932824598e-06,5.62043139219691e-06,1.6058375406276884e-06,2.4087563109415324e-06,1.6058375406276884e-06
-0.84,6.423350162510754e-06,1.766421294690457e-05,1.4452537865649195e-05,1.2846700325021507e-05,1.2043781554707662e-05,8.832106473452286e-06,1.525545663596304e-05,1.0437944014079974e-05,4.014593851569221e-06,1.0437944014079974e-05,1.2043781554707662e-05
-0.8200000000000001,2.5693400650043157e-05,2.8102156960984703e-05,2.5693400650043157e-05,1.5255456635963124e-05,2.007296925784622e-05,1.6861294176590822e-05,3.613134466412319e-05,2.97079945016124e-05,2.1678806798473913e-05,2.0875888028160066e-05,1.0437944014080033e-05
-0.8,6.583933916573523e-05,6.343058285479369e-05,5.138680130008603e-05,4.0948857286006054e-05,4.416053236726143e-05,4.335761359694759e-05,6.343058285479369e-05,4.416053236726143e-05,5.299263884071372e-05,4.014593851569221e-05,4.576636990788911e-05
-0.78,8.912398350483671e-05,9.956192751891668e-05,7.708020195012904e-05,8.029187703138441e-05,7.788312072044288e-05,0.00010598527768142744,0.00011883197800644894,8.430647088295364e-05,9.474441489703361e-05,9.795608997828899e-05,8.510938965326748e-05
-0.76,0.0001654012666846519,0.0001565691602111996,0.00016058375406276883,0.00015416040390025808,0.00013569327218303966,0.0001686129417659073,0.00021518223044411023,0.00017664212946904572,0.0001686129417659073,0.00016700710422527958,0.0001453282974268058
-0.74,0.0002850361634614147,0.00024087563109415327,0.00026416027543325475,0.0002456931437160363,0.0002601456815816855,0.0002930653511645531,0.00032116750812553765,0.0002882478385426701,0.00028102156960984546,0.0002705836255957655,0.0002416785498644671
-0.72,0.0004351819735101035,0.0003613134466412299,0.0004078827353194329,0.00042233527318508206,0.00043357613596947583,0.0004560578615382635,0.0005074446628383495,0.00046087537416014657,0.0004311673796585343,0.0004167148417928851,0.00033883172107244226
-0.7,0.0006070065903572661,0.0006254737220744846,0.0006792692796855122,0.0005740869207743986,0.0006760576046042568,0.0006969334926324168,0.0008109479580169826,0.0007242327308230874,0.0006415320974807615,0.0005371526573399618,0.0005058388252977219
-0.6799999999999999,0.0009321886923343731,0.0008735756221014624,0.0010156922444470129,0.0009129186418468408,0.0009827725748641452,0.0010028455441219914,0.0011521884354003665,0.0010494148328001943,0.0009924076001079113,0.0008278092521935734,0.0007531378065543859
-0.6599999999999999,0.0013994874166570305,0.0012605824693927353,0.0013464947778163167,0.0013272247273287843,0.0013930640664945198,0.0014789763749181008,0.0015986112716948639,0.0015367865263806978,0.001437224598861781,0.0011240862784393818,0.0010389768887861144
-0.64,0.0018868591102375444,0.0018394869027890273,0.0018948882979406827,0.0018178080959905531,0.0020225523824205847,0.002058683727084708,0.002232917100242813,0.0019928443879189722,0.0019382459115376306,0.0016508009917652728,0.0015046697755681524
-0.62,0.0026921866368623194,0.0024866394316619754,0.0026143035161418767,0.002489048187972917,0.002683354530388867,0.0028262740715047315,0.0029282447553345896,0.002705836255957655,0.002660069886049766,0.002138172685345767,0.0021919682429567947
-0.6,0.0035328425893809143,0.0033112370087742937,0.003528827995529345,0.003391528885805678,0.0037231343379452954,0.00376167443892036,0.003925469868064384,0.00366773294279364,0.003600287766087277,0.0029659819375393403,0.0029539381559846325
-0.5800000000000001,0.004887366554900396,0.004350213897560433,0.004683425187240678,0.0043590460040338844,0.004859264397939412,0.005043935715111597,0.005134665536157062,0.004901819092766046,0.004726782800837628,0.003967221644120726,0.004049922277463053
-0.56,0.006471525288729584,0.005632475173751617,0.006047584178003874,0.005813131897072232,0.00636634292981847,0.006522109171259356,0.006609627317223566,0.006404080112023221,0.006399262599401338,0.005269555889569759,0.005477511851081045
-0.54,0.008192180213512153,0.007521743040300092,0.007875830218008499,0.00764860420600968,0.008326267648154565,0.008336705592168644,0.008599260030061272,0.008445099626161013,0.008225902801865333,0.0068842255366708995,0.0071082398735884626
-0.52,0.010617797818630275,0.009632616487455187,0.010102323968088788,0.00983976953019616,0.010726191852622644,0.010846629668169721,0.011073052761398226,0.010745461903110176,0.01047246952120347,0.008844953173777308,0.009451959764134574
