"move 0, avg","move 0, err","move 5000, avg","move 5000, err","move 10000, avg","move 10000, err","move 15000, avg","move 15000, err","move 20000, avg","move 20000, err","move 25000, avg","move 25000, err","move 30000, avg","move 30000, err","move 35000, avg","move 35000, err","move 40000, avg","move 40000, err","move 45000, avg","move 45000, err","move 49000, avg","move 49000, err"
0.9990008473396301,1.665307678422323e-07,0.9990008473396301,1.664093360886909e-07,0.9990008473396301,1.6653744694394845e-07,0.9990008473396301,1.6629068966267369e-07,0.9990008473396301,1.6637490318771597e-07,0.9990009665489197,7.743384600189529e-08,0.9990009665489197,7.634495347019765e-08,0.9990008473396301,1.6596779062183487e-07,0.9990008473396301,1.6589777374065307e-07,0.9990008473396301,1.6683824810570513e-07,0.9990008473396301,1.662083377595991e-07
-0.0011896493379026651,0.031123017892241478,-0.001332176849246025,0.03142260015010834,-0.0013975411420688033,0.031092846766114235,-0.0008474778151139617,0.03138905391097069,-0.0006026991759426892,0.03150419518351555,-0.0004581543616950512,0.03163131698966026,-0.000921797298360616,0.03165975585579872,-0.0013635139912366867,0.03162346035242081,-0.0010607852600514889,0.03163756802678108,-0.0005030257743783295,0.031263843178749084,-0.0009125453070737422,0.03171924874186516
-0.0014564687153324485,0.0318184457719326,-0.0010152864269912243,0.03160850703716278,-0.0012211649445816875,0.0321013405919075,-0.0015675054164603353,0.0314936526119709,-0.0007352697430178523,0.03158731386065483,-0.0009824992157518864,0.03138093277812004,-0.0008844378171488643,0.031568676233291626,-0.0008704810752533376,0.031461939215660095,-0.0010809117229655385,0.031731948256492615,-0.0012290331069380045,0.0313977412879467,-0.0005393092287704349,0.03139660879969597
-0.0007956067565828562,0.03160956874489784,-0.0012503867037594318,0.031857285648584366,-0.0007074866443872452,0.03133675456047058,-0.0005840359372086823,0.03182205185294151,-0.0009258808568120003,0.03133697807788849,-0.000544360198546201,0.03128647804260254,-0.001266023493371904,0.031585123389959335,-0.0008261139737442136,0.03144675865769386,-0.0009877384873107076,0.031808819621801376,-0.0010158558143302798,0.031604938209056854,-0.000588289403822273,0.03194117546081543
-0.0009500897722318769,0.031686410307884216,-0.0012614349834620953,0.03158978745341301,-0.001234131632372737,0.03146032989025116,-0.0012842357391491532,0.03155570477247238,-0.0008541244897060096,0.03156507387757301,-0.0009274515323340893,0.03160310164093971,-0.0016427419614046812,0.03152669221162796,-0.0006126129301264882,0.031614553183317184,-0.0012177351163700223,0.031884610652923584,-0.0016038409667089581,0.03183840215206146,-0.0009285445557907224,0.031591445207595825
-0.0006281333626247942,0.03198644891381264,-0.0008982642902992666,0.03108869679272175,-0.0011268206872045994,0.03158130124211311,-0.001026925747282803,0.03171316161751747,-0.0008568389457650483,0.03170406073331833,-0.0012378005776554346,0.03205408528447151,-0.0010661502601578832,0.03190165385603905,-0.0012335251085460186,0.031447600573301315,-0.0009729838347993791,0.031606633216142654,-0.0008517803507857025,0.031735245138406754,-0.0008414704934693873,0.03181936964392662
-0.0011614038376137614,0.03156649321317673,-0.0007187045994214714,0.03171459212899208,-0.0013402060139924288,0.03170906752347946,-0.0009375016670674086,0.03158991411328316,-0.001462582848034799,0.031551677733659744,-0.0009703258401714265,0.03117310255765915,-0.0012452119262889028,0.031707391142845154,-0.0013062868965789676,0.03194880113005638,-0.0011551730567589402,0.03128550946712494,-0.0016082139918580651,0.031461793929338455,-0.0006358946557156742,0.03195706754922867
-0.0008055489743128419,0.031725842505693436,-0.0006516706780530512,0.03148633986711502,-0.0011210580123588443,0.03166985884308815,-0.0008945157169364393,0.03173135593533516,-0.000752182153519243,0.031680285930633545,-0.001232698792591691,0.03173308074474335,-0.0013585162814706564,0.03184163570404053,-0.001133042387664318,0.03102925233542919,-0.0012084789341315627,0.03184911608695984,-0.000437926035374403,0.03156951814889908,-0.0011961715063080192,0.03169874846935272
-0.0012606661766767502,0.03158587962388992,-0.0011108900653198361,0.0319465771317482,-0.0011059449752792716,0.03186657279729843,-0.0009944475023075938,0.0311747919768095,-0.0007531140581704676,0.03145013749599457,-0.0002617846184875816,0.031731657683849335,-0.0004696040996350348,0.031681809574365616,-0.0009975897846743464,0.03165910392999649,-0.0011167756747454405,0.031258780509233475,-0.001456542289815843,0.031297627836465836,-0.0006607311079278588,0.031776417046785355
-0.001475967583246529,0.031557247042655945,-0.0007440253393724561,0.03216032683849335,-0.0005748801631852984,0.03159186244010925,-0.000724261743016541,0.031671907752752304,-0.0007802913896739483,0.03159428760409355,-0.0008147794869728386,0.03207874670624733,-0.0010063466615974903,0.031848642975091934,-0.001133857760578394,0.031836263835430145,-0.0008531027124263346,0.031790465116500854,-0.0009258865029551089,0.032219164073467255,-0.0011604364262893796,0.031188203021883965
