T,"loss, avg","loss, std","cost, avg","cost, std","mod2, avg","mod2, std","error, avg","error, std"
3e-05,0.48535314122443124,0.0021912258229808486,0.32419222521178936,0.0010813719793197052,357.52668256562373,4.384088730579305,0.10964634270536651,0.0006835669064677758
2e-05,0.42741728386028843,0.0016986386371750347,0.30620590905764233,0.0012904954507273563,268.90080889548165,3.0837006471002613,0.10423658545655368,0.0007067626970577001
1e-05,0.33595522614999984,0.0009179259518463854,0.23930232287265754,0.0011645879454307278,214.41918214639972,2.0471459576607707,0.0831792387917341,0.0006897569135972647
3e-06,0.2775322468876488,0.00026315900016121225,0.17193823505957626,0.000728753042468555,234.2545430778499,1.4000725876205056,0.05770877611868477,0.0005324391392301116
2e-06,0.2701731381798543,0.00016982461599931612,0.15964245452858883,0.0005874683135720166,245.20627969108293,1.1873520827954205,0.05216454979968553,0.0005034587106488519
1e-06,0.26391583548921205,8.175421865866866e-05,0.15269766215120334,0.0003606031069951863,246.7314378700638,0.7713147781480524,0.04930429930921583,0.00037696243463331973
