T,"loss, avg","loss, std","cost, avg","cost, std","mod2, avg","mod2, std","error, avg","error, std"
3e-05,0.48358948809192936,0.002202481802461784,0.32491165149883017,0.0011645201716318368,352.0181006806387,4.2884078836274675,0.10986949759111099,0.0007092180817612219
2e-05,0.4261594651058432,0.0015627077723083418,0.30641669271026,0.0011985146841769472,265.64279053676194,2.897586106163738,0.10427263515781447,0.0006809618739249715
1e-05,0.3359876171432044,0.0008329117267163298,0.24064107027428208,0.0009785391631032829,211.52109869838745,1.133239393339866,0.0833118893686405,0.0007707920878571215
3e-06,0.2833571581925364,0.00022891197558778074,0.17503733873227906,0.0003013025989215696,240.30159429415707,0.5994003364758449,0.05877476819096064,0.00040046689887082677
2e-06,0.2762362276397295,0.00015995193105346875,0.16564545892689322,0.00025516051919787007,245.33957098831192,0.4034793253738888,0.053999484202712826,0.0003849380244878791
1e-06,0.26942337375632125,7.427333973826988e-05,0.15783161915986374,0.0002621632809549439,247.56020341641877,0.44674957882415006,0.05060899409824944,0.00025389629068036046
